id,sus_id,name
3527009,35016,Campinas
3527108,35037,Lins
3527207,35021,Circuito da Fé e Vale Histórico
3527256,35022,Consórcios do DRS II
3527306,35034,Jundiaí
3527405,35001,Adamantina
3527504,35014,Bauru
3527603,35009,Aquífero Guarani
3527702,35022,Consórcios do DRS II
3527801,35041,Marília
3527900,35011,Assis
3528007,35014,Bauru
3528106,35063,Votuporanga
3528205,35025,Fernandópolis
3528304,35063,Votuporanga
3528403,35055,Sorocaba
3528502,35026,Franco da Rocha
3528601,35060,Vale do Jurumirim
3528700,35024,Extremo Oeste Paulista
3528809,35011,Assis
3528858,35017,Catanduva
3528908,35001,Adamantina
